ID,Account Balance,Duration of Credit (month),Payment Status of Previous Credit,Purpose,Credit Amount,Value Savings/Stocks,Length of current employment,Instalment per cent,Sex & Marital Status,Guarantors,Duration in Current address,Most valuable available asset,Age (years),Concurrent Credits,Type of apartment,No of Credits at this Bank,Occupation,No of dependents,Telephone,Foreign Worker,Creditability
681,4,12,4,6,2012,5,4,4,2,1,2,3,61,3,2,1,3,1,1,1,1
682,4,18,4,6,1864,2,3,4,2,1,2,1,30,3,2,2,3,1,1,1,0
683,2,36,0,3,3804,1,3,4,2,1,1,3,42,3,2,1,3,1,2,1,0
684,2,24,0,9,4241,1,3,1,3,1,4,1,36,3,2,3,2,1,2,1,0
685,3,24,4,3,3148,5,3,3,3,1,2,3,31,3,2,2,3,1,2,1,1
686,1,24,2,0,2303,1,5,4,3,2,1,1,45,3,2,1,3,1,1,1,0
687,1,6,2,1,1352,3,1,1,2,1,2,2,23,3,1,1,1,1,2,1,1
688,3,12,2,3,1881,1,3,2,2,1,2,3,44,3,1,1,2,1,2,1,1
689,4,18,2,3,1473,1,2,3,4,1,4,1,39,3,2,1,3,1,2,1,1
690,2,30,2,3,1715,5,3,4,2,1,1,3,26,3,2,1,3,1,1,1,1
691,2,24,4,10,11938,1,3,2,3,2,3,3,39,3,2,2,4,2,2,1,0
692,3,15,2,3,2327,1,2,2,2,1,3,1,25,3,2,1,2,1,1,1,0
693,2,6,2,3,484,1,4,3,4,3,3,1,28,1,2,1,2,1,1,1,1
694,3,9,2,3,1126,2,5,2,1,1,4,1,49,3,2,1,3,1,1,1,1
695,4,60,2,0,10366,1,5,2,3,1,4,2,42,3,2,1,4,1,2,1,1
696,1,6,2,2,1374,1,3,1,3,1,2,1,36,1,2,1,2,1,2,1,1
697,1,36,4,1,9629,1,4,4,3,1,4,3,24,3,2,2,3,1,2,1,0
698,2,20,3,10,2629,1,3,2,3,1,3,3,29,1,2,2,3,1,2,1,1
699,1,6,2,0,14896,1,5,1,3,1,4,4,68,1,2,1,4,1,2,1,0
700,1,12,4,0,3499,1,3,3,2,2,2,1,29,3,2,2,3,1,1,1,0
701,4,9,2,0,2507,3,5,2,3,1,4,4,51,3,3,1,2,1,1,1,1
702,2,48,0,9,3844,2,4,4,3,1,4,4,34,3,3,1,2,2,1,1,0
703,2,48,2,0,8487,5,4,1,2,1,2,3,24,3,2,1,3,1,1,1,1
704,3,6,4,0,1299,1,3,1,3,1,1,1,74,3,2,3,1,2,1,2,1
705,1,12,2,0,3651,4,3,1,3,1,3,2,31,3,2,1,3,2,1,1,1
706,4,24,2,1,7814,1,4,3,3,1,3,3,38,3,2,1,4,1,2,1,1
707,4,24,4,1,2197,5,4,4,3,1,4,3,43,3,2,2,3,2,2,1,1
708,1,33,4,2,4281,3,3,1,2,1,4,3,23,3,2,2,3,1,1,1,0
709,1,18,0,2,3114,1,2,1,2,1,4,2,26,3,1,1,3,1,1,1,0
710,1,18,2,2,1131,1,1,4,2,1,2,3,33,3,2,1,3,1,1,1,0
711,2,24,2,1,4113,3,2,3,2,1,4,3,28,3,1,1,3,1,1,1,0
712,4,24,2,3,2397,3,5,3,3,1,2,3,35,1,2,2,3,1,2,1,0
713,3,10,2,4,1225,1,3,2,3,1,2,3,37,3,2,1,3,1,2,1,1
714,3,24,2,3,1377,2,5,4,2,1,2,4,47,3,3,1,3,1,2,1,1
715,2,24,4,2,4736,1,2,2,2,1,4,3,25,1,2,1,2,1,1,1,0
716,4,24,4,2,3777,4,3,4,3,1,4,1,40,3,2,1,3,1,2,1,1
717,1,12,4,1,1409,1,5,4,3,1,3,1,54,3,2,1,3,1,1,1,1
718,2,48,3,10,7582,2,1,2,3,1,4,4,31,3,2,1,4,1,2,1,1
719,2,24,3,9,4712,5,3,4,3,1,2,2,34,1,2,2,4,1,2,1,1
720,4,12,4,6,2748,1,5,2,2,1,4,4,57,1,3,3,2,1,1,1,1
721,1,6,1,6,1198,1,5,4,2,1,4,4,35,3,3,1,3,1,1,1,0
722,2,48,1,9,6416,1,5,4,2,1,3,4,59,3,1,1,3,1,1,1,0
723,4,11,4,3,1154,2,1,4,2,1,4,1,57,3,2,3,2,1,1,1,1
724,4,24,4,3,5103,1,2,3,4,1,3,4,47,3,3,3,3,1,2,1,1
725,4,33,4,1,7253,1,4,3,3,1,2,3,35,3,2,2,4,1,2,1,1
726,2,13,4,3,882,1,2,4,3,3,4,1,23,3,2,2,3,1,1,1,1
727,4,36,2,9,7409,5,5,3,3,1,2,2,37,3,2,2,3,1,1,1,1
728,4,22,2,0,1283,5,4,4,2,1,4,2,25,3,1,1,3,1,1,1,1
729,4,24,2,1,6313,5,5,3,3,1,4,3,41,3,2,1,4,2,2,1,1
730,1,39,4,2,14179,5,4,4,3,1,4,2,30,3,2,2,4,1,2,1,1
731,2,12,2,3,6468,5,1,2,3,1,1,4,52,3,2,1,4,1,2,1,0
732,4,36,4,1,5711,4,5,4,3,1,2,3,38,3,2,2,4,1,2,1,1
733,4,42,4,2,4041,3,3,4,3,1,4,1,36,3,2,2,3,1,2,1,1
734,1,6,4,0,666,4,4,3,2,1,4,1,39,3,2,2,2,1,2,1,1
735,1,24,2,2,2996,5,3,2,4,1,4,3,20,3,2,1,3,1,1,1,0
736,4,12,4,0,1495,1,5,4,3,1,1,1,38,3,2,2,2,2,1,1,1
737,2,30,2,2,3441,2,3,2,2,2,4,3,21,1,1,1,3,1,1,1,0
738,2,24,3,3,6403,1,2,1,3,1,2,3,33,3,2,1,3,1,1,1,1
739,4,36,2,1,8133,1,3,1,2,1,2,2,30,1,2,1,3,1,1,1,1
740,4,18,3,2,1808,1,4,4,2,1,1,1,22,3,2,1,3,1,1,1,0
741,4,24,2,3,5943,5,2,1,2,1,1,3,44,3,2,2,3,1,2,1,0
742,4,60,2,3,10144,2,4,2,2,1,4,1,21,3,2,1,3,1,2,1,1
743,4,18,2,0,1820,1,3,2,4,1,2,2,30,3,2,1,4,1,2,1,1
744,2,24,1,6,1837,1,4,4,2,1,4,4,34,1,3,1,2,1,1,1,0
745,2,24,2,0,1355,1,2,3,2,1,4,3,25,3,2,1,2,1,2,1,0
746,4,18,4,3,2404,1,3,2,2,1,2,3,26,3,2,2,3,1,1,1,1
747,4,12,3,1,1503,1,3,4,4,1,4,1,41,3,1,1,3,1,1,1,1
748,2,9,4,6,1501,1,5,2,2,1,3,3,34,3,2,2,4,1,2,1,0
749,1,24,2,0,1371,5,3,4,2,1,4,1,25,3,1,1,3,1,1,1,0
750,4,30,4,3,6742,5,4,2,3,1,3,2,36,3,2,2,3,1,1,1,1
751,4,24,4,2,1585,1,4,4,3,1,3,2,40,3,2,2,3,1,1,1,1
752,2,12,2,2,3017,1,2,3,2,1,1,1,34,3,1,1,4,1,1,1,1
753,1,60,3,9,6836,1,5,3,3,1,4,4,63,3,2,2,3,1,2,1,0
754,4,9,2,3,2697,1,3,1,3,1,2,1,32,3,2,1,3,2,1,1,1
755,1,12,2,0,759,1,4,4,3,1,2,1,26,3,2,1,3,1,1,1,0
756,4,9,2,2,1980,1,2,2,2,2,2,3,19,3,1,2,3,1,1,1,0
757,1,6,2,3,2647,3,3,2,3,1,3,1,44,3,1,1,3,2,1,1,1
758,4,18,2,2,1533,1,2,4,4,2,1,2,43,3,2,1,2,2,1,1,0
759,2,48,2,9,15672,1,3,2,3,1,2,3,23,3,2,1,3,1,2,1,0
760,1,6,2,4,343,1,2,4,2,1,1,1,27,3,2,1,3,1,1,1,1
761,4,42,2,3,7166,5,4,2,4,1,4,2,29,3,1,1,3,1,2,1,1
762,1,15,4,2,1478,1,5,4,3,1,4,3,44,3,2,2,3,2,2,1,1
763,4,12,4,6,2096,1,4,2,3,1,3,1,49,3,2,1,2,2,1,1,1
764,4,36,3,9,7980,5,2,4,3,1,4,3,27,3,1,2,3,1,2,1,0
765,4,30,4,1,7596,5,5,1,3,1,4,3,63,3,2,2,3,1,1,1,1
766,4,6,1,0,783,5,3,1,3,3,2,1,26,2,2,1,2,2,1,1,1
767,4,6,2,0,672,1,1,1,2,1,4,1,54,3,2,1,1,1,2,1,1
768,4,24,4,1,6842,5,3,2,3,1,4,2,46,3,2,2,4,2,2,1,1
769,4,24,2,3,1533,1,2,4,2,1,3,3,38,2,2,1,3,1,2,1,1
770,4,24,4,1,3868,1,5,4,2,1,2,3,41,3,1,2,4,1,2,1,1
771,2,36,2,1,9398,1,2,1,4,1,4,3,28,3,1,1,4,1,2,1,0
772,1,12,2,6,1200,5,3,4,2,1,4,2,23,1,1,1,3,1,2,1,1
773,2,12,2,3,1567,1,3,1,2,1,1,3,22,3,2,1,3,1,2,1,1
774,4,36,4,9,6304,5,5,4,3,1,4,1,36,3,2,2,3,1,1,1,1
775,4,6,4,3,1898,5,3,1,3,1,2,1,34,3,2,2,2,2,1,1,1
776,4,24,1,9,1559,1,4,4,3,1,4,3,40,1,2,1,3,1,2,1,1
777,1,9,2,2,2136,1,3,3,3,1,2,1,25,3,2,1,3,1,1,1,1
778,3,24,2,2,3749,1,2,2,2,1,4,3,26,3,2,1,3,1,1,1,1
779,1,9,4,0,2799,1,3,2,3,1,2,1,36,3,1,2,3,2,1,1,1
780,1,48,2,0,3931,1,4,4,3,1,4,4,46,3,3,1,3,2,1,1,0
781,4,6,4,3,1382,1,3,1,2,1,1,3,28,3,2,2,3,1,2,1,1
782,4,9,2,3,2753,2,5,3,3,2,4,3,35,3,2,1,3,1,2,1,1
783,4,15,3,2,960,4,4,3,2,1,2,2,30,3,2,2,3,1,1,1,1
784,4,36,2,3,2394,5,3,4,2,1,4,3,25,3,2,1,3,1,1,1,1
785,1,12,2,4,741,2,1,4,2,1,3,2,22,3,2,1,3,1,1,1,0
786,2,27,2,9,2528,1,2,4,2,1,1,2,32,3,2,1,3,2,2,1,1
787,4,24,4,0,2463,2,4,4,4,1,3,2,27,3,2,2,3,1,2,1,1
788,4,24,2,2,5511,2,3,4,3,1,1,3,25,2,2,1,3,1,1,1,1
789,4,36,2,2,10974,1,1,4,2,1,2,3,26,3,2,2,4,1,2,1,0
790,4,36,2,6,1819,1,3,4,3,1,4,4,37,2,3,1,3,1,2,1,0
791,1,12,2,0,1893,1,3,4,2,3,4,2,29,3,2,1,3,1,2,1,1
792,3,6,2,0,709,4,2,2,4,1,2,1,27,3,2,1,1,1,1,2,1
793,2,20,2,1,6468,5,1,1,1,1,4,1,60,3,2,1,4,1,2,1,1
794,4,12,3,5,1555,4,5,4,3,1,4,4,55,3,3,2,3,2,1,1,0
795,4,12,2,3,2141,2,4,3,3,1,1,4,35,3,2,1,3,1,1,1,1
796,1,9,4,3,1138,1,3,4,3,1,4,1,25,3,2,2,2,1,1,1,1
797,1,24,2,3,1938,1,2,4,1,1,3,2,32,3,2,1,3,1,1,1,0
798,1,12,4,0,2122,1,3,3,3,1,2,1,39,3,1,2,2,2,1,2,1
799,4,24,2,9,1258,1,4,4,3,1,1,1,25,3,2,1,3,1,2,1,1
800,4,4,2,2,601,1,2,1,2,1,3,1,23,3,1,1,2,2,1,1,1
801,1,24,2,0,3123,1,2,4,2,1,1,2,27,3,2,1,3,1,1,1,0
802,1,30,2,3,2522,1,5,1,3,3,3,2,39,3,2,1,3,2,1,1,1
803,4,18,2,3,1126,5,2,4,2,1,2,1,21,3,1,1,3,1,2,1,1
804,4,18,4,3,6070,1,5,3,3,1,4,3,33,3,2,2,3,1,2,1,1
805,1,9,2,3,1366,1,2,3,2,1,4,2,22,3,1,1,3,1,1,1,0
806,2,15,2,3,802,1,5,4,3,1,3,3,37,3,2,1,3,2,1,1,0
807,4,6,2,3,518,1,3,3,2,1,1,1,29,3,2,1,3,1,1,1,1
808,1,18,2,2,2473,1,1,4,3,1,1,3,25,3,2,1,1,1,1,1,0
809,4,24,4,0,1940,4,5,4,3,1,4,1,60,3,2,1,3,1,2,1,1
810,4,48,4,6,6110,1,3,1,3,1,3,4,31,1,3,1,3,1,2,1,1
811,2,12,4,0,1995,2,2,4,3,1,1,3,27,3,2,1,3,1,1,1,1
812,1,18,2,3,3190,1,3,2,2,1,2,1,24,3,2,1,3,1,1,1,0
813,2,24,2,0,2718,1,3,3,2,1,4,2,20,3,1,1,2,1,2,1,0
814,4,12,2,0,640,1,3,4,1,1,2,1,49,3,2,1,2,1,1,1,1
815,4,21,0,0,5003,5,3,1,2,1,4,2,29,1,2,2,3,1,2,1,0
816,1,18,2,3,1936,5,4,2,4,1,4,3,23,3,1,2,2,1,1,1,1
817,4,48,2,9,4844,1,1,3,3,1,2,3,33,3,1,1,4,1,2,1,0
818,1,48,2,9,4308,1,2,3,2,1,4,2,24,3,1,1,3,1,1,1,0
819,4,18,4,0,2775,1,4,2,3,1,2,2,31,1,2,2,3,1,1,1,0
820,1,48,0,2,7119,1,3,3,3,1,4,4,53,3,3,2,3,2,1,1,0
821,1,24,1,1,3632,1,3,1,2,3,4,3,22,1,1,1,3,1,1,2,1
822,1,6,4,0,1361,1,2,2,3,1,4,1,40,3,2,1,2,2,1,2,1
823,4,12,2,9,1542,1,4,2,3,1,4,3,36,3,2,1,3,1,2,1,1
824,1,36,2,2,2712,1,5,2,3,1,2,2,41,1,2,1,3,2,1,1,0
825,1,48,2,3,6999,1,4,1,4,3,1,1,34,3,2,2,3,1,2,1,0
826,4,36,2,3,3835,5,5,2,2,1,4,1,45,3,2,1,2,1,2,1,1
827,1,24,4,1,6615,1,1,2,3,1,4,4,75,3,3,2,4,1,2,1,1
828,4,24,2,3,3621,2,5,2,3,1,4,3,31,3,2,2,3,1,1,1,0
829,2,24,2,3,1967,1,5,4,2,1,4,3,20,3,2,1,3,1,2,1,1
830,4,24,2,3,3105,5,2,4,3,1,2,3,25,3,2,2,3,1,1,1,1
831,1,18,2,0,2249,2,4,4,3,1,3,3,30,3,2,1,4,2,2,1,1
832,3,12,2,2,1424,5,5,3,2,1,4,1,55,3,2,1,4,1,2,1,1
833,1,24,2,1,2812,5,5,2,2,1,4,1,26,3,1,1,3,1,1,1,1
834,4,27,4,2,4526,4,2,4,3,1,2,1,32,2,2,2,2,2,2,1,1
835,2,18,0,2,3244,1,3,1,2,1,4,3,33,1,2,2,3,1,2,1,1
836,4,48,1,9,3609,1,3,1,2,1,1,1,27,2,2,1,3,1,1,1,1
837,2,18,2,3,1113,1,3,4,2,3,4,1,26,3,2,1,2,2,1,1,1
838,2,12,2,0,1007,4,3,4,4,1,1,1,22,3,2,1,3,1,1,1,1
839,4,10,4,2,2146,1,2,1,2,1,3,1,23,3,1,2,3,1,1,1,1
840,2,6,3,2,1050,1,1,4,3,1,1,2,35,2,2,2,4,1,2,2,1
841,4,18,4,0,1530,1,3,3,3,1,2,2,32,1,2,2,3,1,1,1,0
842,2,48,3,9,6681,5,3,4,3,1,4,4,38,3,3,1,3,2,2,1,1
843,2,36,3,0,7432,1,3,2,2,1,2,2,54,3,1,1,3,1,1,1,1
844,4,6,4,0,6761,1,4,1,3,1,3,4,45,3,2,2,4,2,2,1,1
845,3,24,2,2,1925,1,3,2,3,1,2,1,26,3,2,1,3,1,1,1,1
846,2,6,2,0,14555,5,1,1,3,1,2,2,23,3,2,1,1,1,2,1,0
847,2,9,2,3,2118,1,3,2,3,1,2,1,37,3,2,1,2,2,1,1,1
848,1,12,4,0,4843,1,5,3,3,2,4,2,43,3,1,2,3,1,2,1,0
849,2,24,3,2,2333,5,2,4,3,1,2,2,29,1,2,1,2,1,1,1,1
850,4,6,2,1,1236,3,3,2,3,1,4,2,50,3,1,1,3,1,1,1,1
851,1,27,4,9,2442,1,5,4,3,1,4,3,43,2,2,4,4,2,2,1,1
852,1,24,1,0,2325,2,4,2,3,1,3,3,32,1,2,1,3,1,1,1,1
853,4,36,3,9,9572,1,2,1,1,1,1,3,28,3,2,2,3,1,1,1,0
854,4,18,4,3,1800,1,3,4,3,1,2,3,24,3,2,2,3,1,1,1,1
855,2,18,4,2,1295,1,2,4,2,1,1,2,27,3,2,2,3,1,1,1,1
856,1,13,4,9,1797,1,2,3,3,1,1,2,28,1,2,2,2,1,1,1,1
857,3,30,4,3,3656,5,5,4,3,1,4,2,49,2,2,2,2,1,1,1,1
858,1,12,2,2,1620,1,3,2,2,2,3,2,30,3,2,1,3,1,1,1,1
859,4,24,2,8,937,1,2,4,4,1,3,3,27,3,2,2,2,1,1,1,1
860,3,42,0,9,6289,1,2,2,1,1,1,2,33,3,2,2,3,1,1,1,1
861,4,24,4,3,2872,2,5,3,3,1,4,1,36,3,2,1,3,2,2,1,1
862,4,30,2,3,2333,3,5,4,3,1,2,3,30,1,2,1,4,1,1,1,1
863,2,18,4,9,1887,5,3,4,4,1,4,1,28,1,2,2,3,1,1,1,1
864,4,18,4,3,629,3,5,4,3,1,3,2,32,1,2,2,4,1,2,1,1
865,4,60,3,3,15653,1,4,2,3,1,4,3,21,3,2,2,3,1,2,1,1
866,1,10,2,3,2315,1,5,3,3,1,4,1,52,3,2,1,2,1,1,1,1
867,4,12,4,9,1185,1,3,3,2,1,2,1,27,3,2,2,3,1,1,1,1
868,2,15,1,0,6850,2,1,1,3,1,2,2,34,2,2,1,4,2,2,1,0
869,2,36,3,0,2862,2,5,4,3,1,3,4,30,3,3,1,3,1,1,1,1
870,4,15,2,3,1979,5,5,4,3,1,2,3,35,3,2,1,3,1,1,1,1
871,4,24,2,3,999,5,5,4,3,1,2,3,25,3,2,2,3,1,1,1,1
872,1,15,2,0,3959,1,3,3,2,1,2,2,29,3,2,1,3,1,2,1,0
873,1,36,2,2,3446,1,5,4,3,1,2,3,42,3,2,1,3,2,1,1,0
874,4,20,4,0,3485,5,2,2,1,1,4,1,44,3,2,2,3,1,2,1,1
875,3,12,3,0,2247,1,3,2,2,1,2,3,36,2,2,2,3,1,2,1,1
876,2,9,2,3,1082,1,5,4,3,1,4,3,37,3,2,2,2,1,1,1,1
877,1,36,2,0,1842,1,2,4,2,1,4,3,34,3,2,1,3,1,2,1,0
878,4,12,2,0,2390,5,5,4,3,1,3,3,50,3,2,1,3,1,2,1,1
879,1,24,1,2,6872,1,2,2,1,1,1,2,55,1,2,1,3,1,2,1,0
880,4,18,2,3,1453,1,2,3,2,1,1,1,26,3,2,1,3,1,1,1,1
881,4,36,0,5,2613,1,3,4,3,1,2,3,27,3,2,2,3,1,1,1,1
882,2,18,2,1,2779,1,3,1,4,1,3,3,21,3,1,1,3,1,2,1,1
883,1,6,4,2,3384,1,3,1,1,1,4,1,44,3,1,1,4,1,2,1,0
884,4,15,2,4,874,5,2,4,2,1,1,1,24,3,2,1,3,1,1,1,1
885,1,12,2,3,674,2,4,4,4,1,1,2,20,3,2,1,3,1,1,1,0
886,2,18,2,2,1924,5,2,4,2,1,3,1,27,3,1,1,3,1,1,1,0
887,2,12,4,0,2366,3,4,3,1,1,3,3,36,3,2,1,4,1,2,1,1
888,4,39,2,1,2569,3,3,4,3,1,4,3,24,3,2,1,3,1,1,1,1
889,1,30,0,9,8072,5,2,2,3,1,3,3,25,1,2,3,3,1,1,1,1
890,4,10,2,3,1924,1,3,1,3,1,4,2,38,3,2,1,3,1,2,2,1
891,4,15,3,3,1478,1,3,4,4,1,3,1,33,1,2,2,3,1,1,1,1
892,1,30,0,2,4583,1,3,2,1,3,2,1,32,3,2,2,3,1,1,1,1
893,4,15,2,0,3186,4,4,2,2,1,3,3,20,3,1,1,3,1,1,1,1
894,4,24,2,0,1474,2,2,4,4,1,3,1,33,3,2,1,3,1,2,1,1
895,4,54,0,1,9436,5,3,2,3,1,2,2,39,3,2,1,2,2,1,1,1
896,4,12,4,3,522,3,5,4,3,1,4,2,42,3,2,2,3,2,2,1,1
897,4,4,4,0,3380,1,4,1,2,1,1,1,37,3,2,1,3,2,1,1,1
898,1,36,2,1,5493,1,5,2,3,1,4,4,42,3,3,1,3,2,1,1,1
899,1,6,4,0,609,1,4,4,2,1,3,2,37,3,2,2,3,1,1,1,1
900,4,18,2,2,1984,1,3,4,3,1,4,4,47,1,3,2,3,1,1,1,1
901,2,9,4,3,1154,1,5,2,3,1,4,1,37,3,2,3,2,1,1,1,1
902,2,45,4,1,4576,2,1,3,3,1,4,3,27,3,2,1,3,1,1,1,1
903,4,15,2,0,5324,3,5,1,2,1,4,4,35,3,3,1,3,1,1,1,1
904,3,36,2,3,3919,1,3,2,3,1,2,1,23,3,2,1,3,1,2,1,1
905,1,24,2,1,2910,1,4,2,3,1,1,4,34,3,3,1,4,1,2,1,1
906,2,12,2,2,983,4,2,1,2,1,4,1,19,3,1,1,2,1,1,1,1
907,1,48,2,0,7763,1,5,4,3,1,4,4,42,1,3,1,4,1,1,1,0
908,4,24,4,10,6314,1,1,4,3,2,2,4,27,1,2,2,4,1,2,1,1
909,4,12,2,3,707,1,3,4,3,1,2,1,30,1,2,2,3,1,1,1,1
910,4,30,4,3,4530,1,4,4,2,1,4,3,26,3,1,1,4,1,2,1,1
911,2,9,2,3,1670,1,2,4,2,1,2,3,22,3,2,1,3,1,2,1,0
912,3,10,2,2,1275,1,2,4,2,1,2,2,23,3,2,1,3,1,1,1,1
913,4,11,2,9,2142,4,5,1,1,1,2,1,28,3,2,1,3,1,2,1,1
914,2,12,2,3,1534,1,2,1,4,1,1,1,23,3,1,1,3,1,1,1,0
915,4,12,4,3,1655,1,5,2,3,1,4,1,63,3,2,2,2,1,2,1,1
916,4,9,2,2,1313,1,5,1,3,1,4,3,20,3,2,1,3,1,1,1,1
917,4,6,2,8,1238,5,1,4,3,1,4,2,36,3,2,1,4,2,2,1,1
918,4,10,2,0,1309,5,3,4,3,3,4,2,27,3,2,1,2,1,1,1,0
919,4,10,2,0,1597,3,3,3,3,1,2,4,40,3,1,1,2,2,1,2,1
920,2,48,2,2,9960,1,2,1,2,1,2,3,26,1,2,1,3,1,2,1,0
921,1,36,2,2,3620,1,3,1,3,3,2,2,37,3,2,1,3,2,1,1,1
922,4,6,4,0,362,2,3,4,2,1,4,3,52,3,2,2,2,1,1,1,1
923,4,24,2,1,9277,5,3,2,1,1,4,4,48,3,3,1,3,1,2,1,1
924,1,20,4,2,4272,1,5,1,2,1,4,2,24,3,2,2,3,1,1,1,1
925,2,9,2,0,3195,5,3,1,2,1,2,1,33,3,2,1,2,1,1,1,1
926,3,18,2,3,2100,1,3,4,3,2,2,1,37,3,2,1,3,1,1,1,0
927,1,36,2,10,15857,1,1,2,1,2,3,3,43,3,2,1,4,1,1,1,1
928,2,54,0,9,15945,1,2,3,3,1,4,4,58,3,1,1,3,1,2,1,0
929,1,36,3,9,2145,1,4,2,3,1,1,3,24,3,2,2,3,1,2,1,0
930,4,12,2,2,1574,1,3,4,3,1,2,1,50,3,2,1,3,1,1,1,1
931,1,12,2,3,709,1,5,4,3,1,4,1,57,3,2,1,2,1,1,1,0
932,2,21,3,0,2353,1,3,1,1,1,4,2,47,3,2,2,3,1,1,1,1
933,1,24,2,0,915,5,5,4,2,1,2,3,29,1,2,1,3,1,1,1,0
934,2,12,0,8,1410,1,3,2,3,1,2,1,31,3,2,1,2,1,2,1,1
935,4,36,3,3,4463,1,3,4,3,1,2,3,26,3,2,2,4,1,2,1,0
936,4,24,4,1,2346,1,4,4,3,1,3,3,35,3,2,2,3,1,2,1,1
937,3,24,2,3,1258,3,3,3,2,1,3,3,57,3,2,1,2,1,1,1,1
938,4,18,4,1,3850,1,4,3,3,1,1,3,27,3,2,2,3,1,1,1,1
939,4,21,3,9,2580,3,2,4,3,1,2,1,41,1,2,1,2,2,1,1,0
940,1,24,1,0,1193,1,1,1,2,2,4,4,29,3,1,2,1,1,1,1,0
941,4,15,2,3,3568,1,5,4,2,1,2,3,54,1,1,1,4,1,2,1,1
942,2,30,2,2,3832,1,2,2,4,1,1,2,22,3,2,1,3,1,1,1,1
943,2,12,2,9,841,2,4,2,2,1,4,1,23,3,1,1,2,1,1,1,1
944,1,18,2,3,3509,1,4,4,2,3,1,1,25,3,2,1,3,1,1,1,1
945,1,15,2,4,1275,5,3,4,2,1,2,3,24,3,1,1,3,1,1,1,0
946,2,18,4,0,884,1,5,4,3,1,4,3,36,3,2,1,3,2,2,1,0
947,1,18,2,2,2659,4,3,4,3,1,2,3,28,3,2,1,3,1,1,1,1
948,2,36,2,6,12612,2,3,1,3,1,4,4,47,3,3,1,3,2,2,1,0
949,4,12,4,3,797,5,5,4,2,1,3,2,33,3,2,1,2,2,1,1,0
950,2,15,4,3,2728,5,4,4,3,3,2,1,35,1,2,3,3,1,2,1,1
